r/R;;;;;;;;;;;;;;;;
0.275;0.325;0.3992;0.47;0.5201;0.6705;0.7002;0.9819;1.1859;1.97;2.72;3.27;3.8782;4.4898;4.92;5.198;
Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;Nm;deg
MZ_seg1;MZ_seg2;MZ_seg3;MZ_seg4;MZ_seg5;MZ_seg6;MZ_seg7;MZ_seg8;MZ_seg9;MZ_seg10;MZ_seg11;MZ_seg12;MZ_seg13;MZ_seg14;MZ_seg15;MZ_seg16;Blade 1 Azimut
-9.3;30.4;96.8;159;164;166.8;-130.7;481.7;-558.2;-242.6;-191.8;-214.9;-252.3;-248.5;-349.8;-384.6;110
-9.3;30.6;97.4;160;165;167.6;-129.9;482.3;-557.8;-242.5;-191.8;-214.8;-252.2;-248.4;-349.7;-384.6;111
-9.4;30.7;97.9;161;165.9;168.4;-129.2;482.8;-557.4;-242.5;-191.8;-214.8;-252.1;-248.3;-349.7;-384.5;112
-9.5;30.8;98.5;161.9;166.7;169.1;-128.5;483.3;-557.1;-242.5;-191.8;-214.9;-252.1;-248.2;-349.6;-384.5;113
-9.6;30.9;98.9;162.8;167.5;169.7;-127.9;483.7;-556.9;-242.6;-192;-214.9;-252.1;-248.2;-349.6;-384.5;114
-9.7;31;99.3;163.5;168.2;170.3;-127.4;484;-556.8;-242.7;-192.1;-215.1;-252.1;-248.1;-349.5;-384.5;115
-9.8;31;99.7;164.2;168.8;170.7;-127;484.2;-556.8;-243;-192.4;-215.2;-252.2;-248.1;-349.5;-384.5;116
-9.9;31.1;100;164.8;169.4;171.1;-126.6;484.3;-556.8;-243.2;-192.6;-215.4;-252.3;-248.1;-349.5;-384.5;117
-10;31.1;100.3;165.3;169.8;171.5;-126.3;484.4;-556.9;-243.6;-193;-215.6;-252.4;-248.1;-349.5;-384.5;118
-10.1;31.1;100.5;165.8;170.2;171.7;-126.1;484.4;-557.1;-244;-193.4;-215.9;-252.5;-248.2;-349.5;-384.5;119
-10.2;31.1;100.7;166.1;170.5;171.9;-125.9;484.4;-557.3;-244.5;-193.8;-216.3;-252.7;-248.2;-349.5;-384.5;120
-10.3;31;100.8;166.4;170.8;172;-125.9;484.2;-557.6;-245.1;-194.3;-216.7;-252.9;-248.3;-349.5;-384.5;121
-10.4;31;100.9;166.6;170.9;172;-125.9;484;-558;-245.7;-194.9;-217.1;-253.1;-248.3;-349.5;-384.5;122
-10.4;30.9;100.9;166.7;171;172;-126;483.7;-558.4;-246.3;-195.5;-217.6;-253.4;-248.4;-349.5;-384.5;123
-10.5;30.8;100.9;166.8;171;171.8;-126.2;483.4;-558.9;-247.1;-196.2;-218.1;-253.7;-248.5;-349.5;-384.5;124
-10.6;30.6;100.8;166.7;170.9;171.6;-126.4;483;-559.5;-247.8;-196.9;-218.6;-254;-248.7;-349.6;-384.5;125
-10.7;30.5;100.7;166.6;170.8;171.4;-126.7;482.5;-560.1;-248.7;-197.6;-219.2;-254.4;-248.8;-349.6;-384.6;126
-10.8;30.4;100.5;166.5;170.6;171;-127.1;482;-560.8;-249.6;-198.4;-219.8;-254.8;-249;-349.7;-384.6;127
-10.9;30.2;100.3;166.2;170.3;170.6;-127.5;481.4;-561.6;-250.5;-199.3;-220.4;-255.2;-249.1;-349.8;-384.6;128
-11;30;100.1;165.9;169.9;170.2;-128;480.8;-562.4;-251.5;-200.1;-221.1;-255.6;-249.3;-349.8;-384.7;129
-11;29.8;99.8;165.5;169.5;169.7;-128.5;480.1;-563.2;-252.5;-201;-221.8;-256;-249.5;-349.9;-384.7;130
-11.1;29.6;99.4;165.1;169;169.1;-129.1;479.3;-564.1;-253.6;-202;-222.5;-256.5;-249.7;-350;-384.7;131
-11.2;29.3;99.1;164.6;168.5;168.5;-129.8;478.5;-565.1;-254.7;-202.9;-223.3;-256.9;-249.9;-350.1;-384.8;132
-11.3;29.1;98.6;164;167.9;167.8;-130.5;477.7;-566.1;-255.8;-203.9;-224;-257.4;-250.1;-350.2;-384.8;133
-11.4;28.8;98.2;163.3;167.2;167;-131.3;476.8;-567.1;-256.9;-204.9;-224.8;-257.9;-250.3;-350.2;-384.9;134
-11.4;28.5;97.7;162.6;166.4;166.2;-132.2;475.8;-568.1;-258.1;-205.9;-225.6;-258.4;-250.5;-350.3;-384.9;135
-11.5;28.2;97.1;161.8;165.6;165.3;-133;474.9;-569.2;-259.2;-206.9;-226.4;-258.9;-250.8;-350.4;-384.9;136
-11.6;27.9;96.5;161;164.8;164.4;-134;473.8;-570.4;-260.4;-207.9;-227.2;-259.4;-251;-350.5;-385;137
-11.7;27.6;95.9;160.1;163.9;163.4;-135;472.8;-571.5;-261.6;-208.9;-228;-259.9;-251.2;-350.6;-385;138
-11.8;27.3;95.3;159.1;162.9;162.4;-136;471.7;-572.7;-262.8;-209.9;-228.7;-260.4;-251.4;-350.7;-385.1;139
-11.8;26.9;94.6;158.1;161.9;161.4;-137.1;470.6;-573.9;-264;-210.9;-229.5;-260.8;-251.7;-350.8;-385.1;140
-11.9;26.5;93.9;157.1;160.8;160.3;-138.2;469.5;-575.1;-265.2;-211.9;-230.3;-261.3;-251.9;-350.9;-385.1;141
-12;26.2;93.1;156;159.7;159.2;-139.3;468.3;-576.4;-266.4;-212.9;-231;-261.8;-252.1;-351;-385.2;142
-12.1;25.8;92.3;154.8;158.6;158.1;-140.5;467.2;-577.6;-267.6;-213.8;-231.7;-262.2;-252.3;-351.1;-385.2;143
-12.1;25.4;91.5;153.6;157.4;156.9;-141.7;466;-578.9;-268.7;-214.8;-232.4;-262.7;-252.5;-351.2;-385.3;144
-12.2;25;90.7;152.3;156.1;155.6;-142.9;464.7;-580.1;-269.9;-215.7;-233.1;-263.1;-252.7;-351.2;-385.3;145
-12.3;24.6;89.8;151;154.8;154.4;-144.2;463.5;-581.4;-271;-216.5;-233.8;-263.5;-252.8;-351.3;-385.3;146
-12.3;24.1;88.9;149.7;153.5;153;-145.5;462.3;-582.7;-272.1;-217.4;-234.4;-263.8;-253;-351.3;-385.4;147
-12.4;23.7;88;148.3;152.1;151.7;-146.9;461;-584;-273.2;-218.2;-235;-264.2;-253.1;-351.4;-385.4;148
-12.5;23.2;87;146.8;150.7;150.4;-148.3;459.8;-585.3;-274.2;-219;-235.5;-264.5;-253.3;-351.5;-385.4;149
-12.6;22.8;86.1;145.4;149.3;149;-149.6;458.5;-586.5;-275.2;-219.7;-236;-264.8;-253.4;-351.5;-385.4;150
-12.6;22.3;85.1;143.9;147.8;147.6;-151.1;457.2;-587.8;-276.2;-220.4;-236.5;-265.1;-253.5;-351.5;-385.5;151
-12.7;21.8;84.1;142.3;146.3;146.2;-152.5;455.9;-589.1;-277.2;-221;-236.9;-265.3;-253.6;-351.6;-385.5;152
-12.8;21.4;83;140.8;144.8;144.7;-153.9;454.6;-590.4;-278.1;-221.6;-237.3;-265.5;-253.7;-351.6;-385.5;153
-12.8;20.9;82;139.2;143.2;143.3;-155.4;453.3;-591.6;-279;-222.2;-237.7;-265.7;-253.8;-351.6;-385.5;154
-12.9;20.4;80.9;137.5;141.7;141.8;-156.9;452;-592.9;-279.9;-222.7;-238;-265.9;-253.8;-351.7;-385.6;155
-13;19.9;79.8;135.9;140;140.3;-158.4;450.8;-594.1;-280.7;-223.2;-238.3;-266;-253.8;-351.7;-385.6;156
-13;19.4;78.7;134.2;138.4;138.8;-159.9;449.5;-595.4;-281.5;-223.6;-238.6;-266.1;-253.9;-351.7;-385.6;157
-13.1;18.9;77.6;132.4;136.7;137.2;-161.4;448.2;-596.6;-282.2;-224;-238.8;-266.2;-253.9;-351.7;-385.6;158
