Zyklusnummer;Dämpfung;Dämpfung 2;Weg (Amplitude);Weg (Maximum);Weg (Mittelwert);Weg (Minimum);Weg (Spitze-Spitze);Weg in % (Amplitude);Weg in % (Maximum);Weg in % (Mittelwert);Weg in % (Minimum);Weg in % (Spitze-Spitze);Dynamische Steifigkeit;Dynamische Steifigkeit 2;Verlustarbeit;Verlustarbeit 2;Speicherarbeit;Speicherarbeit 2;Kraft (Amplitude);Kraft (Maximum);Kraft (Mittelwert);Kraft (Minimum);Kraft (Spitze-Spitze);Frequenz;Verlustwinkel;Verlustwinkel 2;Verlustfaktor;Verlustfaktor 2;Überwundenes Delta;Überwundene Steifigkeit;Dehnung (Amplitude);Dehnung (Maximum);Dehnung (Mittelwert);Dehnung (Minimum);Dehnung (Spitze-Spitze);Dehnung in % (Amplitude);Dehnung in % (Maximum);Dehnung in % (Mittelwert);Dehnung in % (Minimum);Dehnung in % (Spitze-Spitze);Spannung (Amplitude);Spannung (Maximum);Spannung (Mittelwert);Spannung (Minimum);Spannung (Spitze-Spitze);Temperatur
;;;mm;mm;mm;mm;mm;%;%;%;%;%;kN/mm;kN/mm;Nm;Nm;Nm;Nm;kN;kN;kN;kN;kN;Hz;°;°;;;;;mm;mm;mm;mm;mm;%;%;%;%;%;N/mm²;N/mm²;N/mm²;N/mm²;N/mm²;°C
4070.000000000;0.153367582;-nan(ind);1.651078517;0.925697757;-0.725380760;-2.376459277;3.302157034;1.651078517;0.925697757;-0.725380760;-2.376459277;3.302157034;1.912498931;nan;0.816004968;0.000000000;5.320583133;0.000000000;3.157685899;2.194883646;-0.962802252;-4.120488151;6.315371797;6.000000000;2.855674673;-nan(ind);0.049882237;-nan(ind);3.148031585;1799299.519299490;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.768589854;219.488364622;-96.280225232;-412.048815086;631.537179707;0.000000000
4090.000000000;0.153189449;-nan(ind);1.654589892;0.928346241;-0.726243651;-2.380833543;3.309179784;1.654589892;0.928346241;-0.726243651;-2.380833543;3.309179784;1.912872616;nan;0.818361779;0.000000000;5.342154992;0.000000000;3.165019695;2.202687308;-0.962332387;-4.127352082;6.330039390;6.000000000;2.851218985;-nan(ind);0.049804277;-nan(ind);3.153651668;1798364.064606322;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;316.501969496;220.268730843;-96.233238654;-412.735208150;633.003938993;0.000000000
4110.000000000;0.153025230;-nan(ind);1.652260072;0.926504923;-0.725755149;-2.378015220;3.304520143;1.652260072;0.926504923;-0.725755149;-2.378015220;3.304520143;1.909843425;nan;0.814597707;0.000000000;5.323290189;0.000000000;3.155558035;2.198805441;-0.956752594;-4.112310629;6.311116069;6.000000000;2.850628020;-nan(ind);0.049793937;-nan(ind);3.155391328;1796748.980707893;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.555803455;219.880544052;-95.675259403;-411.231062858;631.111606910;0.000000000
4130.000000000;0.153899374;-nan(ind);1.655002945;0.927488087;-0.727514858;-2.382517804;3.310005891;1.655002945;0.927488087;-0.727514858;-2.382517804;3.310005891;1.911066242;nan;0.823466651;0.000000000;5.350682277;0.000000000;3.162820259;2.227152819;-0.935667441;-4.098487700;6.325640519;6.000000000;2.870299138;-nan(ind);0.050138120;-nan(ind);3.172882059;1796342.343297815;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;316.282025947;222.715281876;-93.566744071;-409.848770018;632.564051893;0.000000000
4150.000000000;0.154322830;-nan(ind);1.648490959;0.917962389;-0.730528570;-2.379019530;3.296981919;1.648490959;0.917962389;-0.730528570;-2.379019530;3.296981919;1.908002196;nan;0.821219978;0.000000000;5.321441940;0.000000000;3.145324371;2.186820609;-0.958503762;-4.103828133;6.290648743;6.000000000;2.889777453;-nan(ind);0.050478941;-nan(ind);3.178351875;1798986.433219240;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;314.532437142;218.682060942;-95.850376200;-410.382813342;629.064874284;0.000000000
4170.000000000;0.153151261;-nan(ind);1.650951501;0.925993858;-0.724957644;-2.375909145;3.301903003;1.650951501;0.925993858;-0.724957644;-2.375909145;3.301903003;1.908114351;nan;0.814513331;0.000000000;5.318358629;0.000000000;3.150204253;2.201473809;-0.948730444;-4.098934698;6.300408506;6.000000000;2.857445606;-nan(ind);0.049913222;-nan(ind);3.152530847;1797732.234756817;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.020425320;220.147380885;-94.873044434;-409.893469754;630.040850639;0.000000000
4190.000000000;0.154961169;-nan(ind);1.653704761;0.927505347;-0.726199414;-2.379904174;3.307409521;1.653704761;0.927505347;-0.726199414;-2.379904174;3.307409521;1.909581498;nan;0.828291666;0.000000000;5.345156270;0.000000000;3.157884014;2.207600507;-0.950283506;-4.108167520;6.315768027;6.000000000;2.893920330;-nan(ind);0.050551433;-nan(ind);3.195189282;1797413.128347399;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.788401359;220.760050735;-95.028350624;-410.816751983;631.576802718;0.000000000
4210.000000000;0.153994828;-nan(ind);1.653425762;0.927089016;-0.726336746;-2.379762508;3.306851525;1.653425762;0.927089016;-0.726336746;-2.379762508;3.306851525;1.909028470;nan;0.821948677;0.000000000;5.337508325;0.000000000;3.156436853;2.203270797;-0.953166056;-4.109602909;6.312873706;6.000000000;2.873543223;-nan(ind);0.050194883;-nan(ind);3.170874762;1797123.300250089;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.643685297;220.327079724;-95.316605572;-410.960290869;631.287370594;0.000000000
4230.000000000;0.152861638;-nan(ind);1.654915833;0.927388509;-0.727527324;-2.382443157;3.309831666;1.654915833;0.927388509;-0.727527324;-2.382443157;3.309831666;1.912796459;nan;0.816987734;0.000000000;5.344622391;0.000000000;3.165517145;2.216606615;-0.948910531;-4.114427676;6.331034290;6.000000000;2.845419129;-nan(ind);0.049702800;-nan(ind);3.160578939;1797258.600459783;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;316.551714521;221.660661468;-94.891053053;-411.442767574;633.103429042;0.000000000
4250.000000000;0.155259421;-nan(ind);1.648871169;0.921510434;-0.727360735;-2.376231903;3.297742337;1.648871169;0.921510434;-0.727360735;-2.376231903;3.297742337;1.903856117;nan;0.823586490;0.000000000;5.304583022;0.000000000;3.139213461;2.189921715;-0.949291746;-4.088505207;6.278426922;6.000000000;2.903088289;-nan(ind);0.050711854;-nan(ind);3.197809519;1793027.227831077;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.921346113;218.992171528;-94.929174585;-408.850520698;627.842692226;0.000000000
4270.000000000;0.156531050;-nan(ind);1.651069838;0.925664185;-0.725405653;-2.376475491;3.302139676;1.651069838;0.925664185;-0.725405653;-2.376475491;3.302139676;1.902188247;nan;0.832540556;0.000000000;5.318692734;0.000000000;3.140645641;2.194601295;-0.946044346;-4.086689986;6.281291281;6.000000000;2.929429210;-nan(ind);0.051172783;-nan(ind);3.222055037;1791741.647315158;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;314.064564070;219.460129505;-94.604434565;-408.668998636;628.129128141;0.000000000
4290.000000000;0.155101531;-nan(ind);1.654804309;0.928474500;-0.726329809;-2.381134117;3.309608618;1.654804309;0.928474500;-0.726329809;-2.381134117;3.309608618;1.909470933;nan;0.829946343;0.000000000;5.350987441;0.000000000;3.159800727;2.213653166;-0.946147561;-4.105948288;6.319601454;6.000000000;2.896018796;-nan(ind);0.050588151;-nan(ind);3.209605351;1795833.010944989;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.980072698;221.365316623;-94.614756075;-410.594828773;631.960145397;0.000000000
4310.000000000;0.155639382;-nan(ind);1.652070586;0.925971712;-0.726098874;-2.378169460;3.304141172;1.652070586;0.925971712;-0.726098874;-2.378169460;3.304141172;1.906398428;nan;0.829785678;0.000000000;5.331463474;0.000000000;3.149504768;2.209362835;-0.940141933;-4.089646701;6.299009536;6.000000000;2.909742256;-nan(ind);0.050828287;-nan(ind);3.203454128;1794215.544103400;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;314.950476802;220.936283486;-94.014193316;-408.964670118;629.900953604;0.000000000
4330.000000000;0.155974211;-nan(ind);1.655158018;0.927925016;-0.727233002;-2.382391020;3.310316036;1.655158018;0.927925016;-0.727233002;-2.382391020;3.310316036;1.904888847;nan;0.835107126;0.000000000;5.354135924;0.000000000;3.152892049;2.222604920;-0.930287128;-4.083179177;6.305784097;6.000000000;2.919808546;-nan(ind);0.051004432;-nan(ind);3.222086123;1791414.843682760;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.289204872;222.260492041;-93.028712832;-408.317917704;630.578409745;0.000000000
4350.000000000;0.155867718;-nan(ind);1.648780940;0.918358803;-0.730422137;-2.379203077;3.297561880;1.648780940;0.918358803;-0.730422137;-2.379203077;3.297561880;1.901984458;nan;0.828676334;0.000000000;5.316536009;0.000000000;3.135955723;2.194025575;-0.941930148;-4.077885871;6.271911446;6.000000000;2.924242444;-nan(ind);0.051082020;-nan(ind);3.226673636;1791565.062237928;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.595572292;219.402557501;-94.193014791;-407.788587083;627.191144584;0.000000000
4370.000000000;0.155928919;-nan(ind);1.650989505;0.926003650;-0.724985854;-2.375975359;3.301979010;1.650989505;0.926003650;-0.724985854;-2.375975359;3.301979010;1.906752418;nan;0.830523607;0.000000000;5.326296191;0.000000000;3.148028230;2.205552220;-0.942476010;-4.090504240;6.296056461;6.000000000;2.915608847;-nan(ind);0.050930943;-nan(ind);3.210029880;1794604.420375977;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;314.802823037;220.555222028;-94.247601009;-409.050424047;629.605646075;0.000000000
4390.000000000;0.156967256;-nan(ind);1.653612766;0.927322751;-0.726290015;-2.379902781;3.307225533;1.653612766;0.927322751;-0.726290015;-2.379902781;3.307225533;1.906694319;nan;0.839788777;0.000000000;5.350088933;0.000000000;3.152934068;2.211919429;-0.941014638;-4.093948706;6.305868136;6.000000000;2.938898427;-nan(ind);0.051338486;-nan(ind);3.240400258;1794274.319020580;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.293406778;221.191942942;-94.101463837;-409.394870615;630.586813557;0.000000000
4410.000000000;0.156903228;-nan(ind);1.653651372;0.927006128;-0.726645244;-2.380296616;3.307302744;1.653651372;0.927006128;-0.726645244;-2.380296616;3.307302744;1.890579795;nan;0.836193473;0.000000000;5.329357995;0.000000000;3.126359872;2.210650013;-0.915709858;-4.042069730;6.252719743;6.000000000;2.951132135;-nan(ind);0.051552570;-nan(ind);3.242567850;1783897.412478056;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;312.635987155;221.065001307;-91.570985848;-404.206973002;625.271974309;0.000000000
4430.000000000;0.157201077;-nan(ind);1.654135357;0.926543233;-0.727592124;-2.381727481;3.308270714;1.654135357;0.926543233;-0.727592124;-2.381727481;3.308270714;1.893051319;nan;0.838537818;0.000000000;5.334173490;0.000000000;3.131363120;2.220934840;-0.910428280;-4.041791400;6.262726240;6.000000000;2.953815269;-nan(ind);0.051599524;-nan(ind);3.245257057;1783126.981471770;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.136311998;222.093484037;-91.042827961;-404.179139959;626.272623996;0.000000000
4450.000000000;0.158492878;-nan(ind);1.649764424;0.923130810;-0.726633614;-2.376398038;3.299528849;1.649764424;0.923130810;-0.726633614;-2.376398038;3.299528849;1.886038831;nan;0.840866612;0.000000000;5.305390528;0.000000000;3.111519766;2.189058149;-0.922461617;-4.033981383;6.223039531;6.000000000;2.988837851;-nan(ind);0.052212430;-nan(ind);3.267872098;1782178.972117948;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;311.151976573;218.905814876;-92.246161698;-403.398138271;622.303953146;0.000000000
4470.000000000;0.156425577;-nan(ind);1.650979573;0.925754593;-0.725224980;-2.376204553;3.301959145;1.650979573;0.925754593;-0.725224980;-2.376204553;3.301959145;1.894059580;nan;0.830736716;0.000000000;5.310747339;0.000000000;3.127053676;2.212161672;-0.914892004;-4.041945680;6.254107352;6.000000000;2.935953709;-nan(ind);0.051286956;-nan(ind);3.222875517;1786735.982221751;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;312.705367589;221.216167204;-91.489200386;-404.194567975;625.410735179;0.000000000
4490.000000000;0.155956549;-nan(ind);1.654407076;0.928119505;-0.726287571;-2.380694646;3.308814151;1.654407076;0.928119505;-0.726287571;-2.380694646;3.308814151;1.896110558;nan;0.832012839;0.000000000;5.334901560;0.000000000;3.136938723;2.220278376;-0.916660347;-4.053599071;6.273877447;6.000000000;2.925115689;-nan(ind);0.051097301;-nan(ind);3.212556805;1786970.305183338;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.693872336;222.027837601;-91.666034735;-405.359907071;627.387744673;0.000000000
4510.000000000;0.156122456;-nan(ind);1.651862912;0.925805369;-0.726057542;-2.377920454;3.303725824;1.651862912;0.925805369;-0.726057542;-2.377920454;3.303725824;1.898912900;nan;0.830860826;0.000000000;5.321853428;0.000000000;3.136743791;2.210746443;-0.925997348;-4.062741140;6.273487583;6.000000000;2.925746868;-nan(ind);0.051108346;-nan(ind);3.211865146;1789569.529961327;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.674379150;221.074644311;-92.599734839;-406.274113989;627.348758300;0.000000000
4530.000000000;0.154637013;-nan(ind);1.654977045;0.927839107;-0.727137938;-2.382114983;3.309954090;1.654977045;0.927839107;-0.727137938;-2.382114983;3.309954090;1.903562865;nan;0.825767390;0.000000000;5.340037129;0.000000000;3.150352846;2.224218642;-0.926134204;-4.076487050;6.300705692;6.000000000;2.889771190;-nan(ind);0.050478832;-nan(ind);3.197934112;1789879.904020120;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.035284576;222.421864161;-92.613420415;-407.648704992;630.070569153;0.000000000
4550.000000000;0.156328862;-nan(ind);1.648680259;0.918207232;-0.730473027;-2.379153287;3.297360518;1.648680259;0.918207232;-0.730473027;-2.379153287;3.297360518;1.896999502;nan;0.830048877;0.000000000;5.309632948;0.000000000;3.127545630;2.188093931;-0.939451699;-4.066997330;6.255091261;6.000000000;2.937152955;-nan(ind);0.051307942;-nan(ind);3.227149559;1787731.435318520;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;312.754563041;218.809393104;-93.945169936;-406.699732977;625.509126081;0.000000000
4570.000000000;0.156779468;-nan(ind);1.651262910;0.926138299;-0.725124612;-2.376387522;3.302525821;1.651262910;0.926138299;-0.725124612;-2.376387522;3.302525821;1.896326174;nan;0.832818611;0.000000000;5.312038760;0.000000000;3.131333077;2.209728714;-0.921604363;-4.052937439;6.262666153;6.000000000;2.938787147;-nan(ind);0.051336539;-nan(ind);3.230118258;1785995.551014132;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.133307667;220.972871401;-92.160436266;-405.293743933;626.266615334;0.000000000
4590.000000000;0.155790778;-nan(ind);1.654418448;0.928705748;-0.725712700;-2.380131149;3.308836897;1.654418448;0.928705748;-0.725712700;-2.380131149;3.308836897;1.901259089;nan;0.830456762;0.000000000;5.330589985;0.000000000;3.145478111;2.217555056;-0.927923055;-4.073401167;6.290956223;6.000000000;2.911687077;-nan(ind);0.050862318;-nan(ind);3.222914617;1788543.795249614;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;314.547811138;221.755505624;-92.792305514;-407.340116652;629.095622275;0.000000000
4610.000000000;0.156826179;-nan(ind);1.651592489;0.923756971;-0.727835518;-2.379428007;3.303184978;1.651592489;0.923756971;-0.727835518;-2.379428007;3.303184978;1.895018653;nan;0.833929403;0.000000000;5.317539519;0.000000000;3.129798574;2.204217957;-0.925580617;-4.055379192;6.259597149;6.000000000;2.943566288;-nan(ind);0.051420171;-nan(ind);3.234890388;1784116.929448647;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;312.979857434;220.421795712;-92.558061722;-405.537919156;625.959714868;0.000000000
4630.000000000;0.156062699;-nan(ind);1.654846350;0.926999994;-0.727846356;-2.382692705;3.309692699;1.654846350;0.926999994;-0.727846356;-2.382692705;3.309692699;1.896637167;nan;0.835043068;0.000000000;5.350689652;0.000000000;3.138643093;2.215344621;-0.923298472;-4.061941564;6.277286186;6.000000000;2.933403258;-nan(ind);0.051242325;-nan(ind);3.226615110;1787471.379968408;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.864309283;221.534462124;-92.329847158;-406.194156441;627.728618565;0.000000000
4650.000000000;0.154996807;-nan(ind);1.649738265;0.921788108;-0.727950157;-2.377688423;3.299476531;1.649738265;0.921788108;-0.727950157;-2.377688423;3.299476531;1.889911709;nan;0.822990228;0.000000000;5.309723768;0.000000000;3.117859664;2.188759072;-0.929100592;-4.046960256;6.235719328;6.000000000;2.919333797;-nan(ind);0.050996125;-nan(ind);3.206575733;1785597.186735946;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;311.785966423;218.875907230;-92.910059193;-404.696025616;623.571932846;0.000000000
4670.000000000;0.155628442;-nan(ind);1.651245489;0.926021348;-0.725224141;-2.376469630;3.302490978;1.651245489;0.926021348;-0.725224141;-2.376469630;3.302490978;1.886453280;nan;0.827236402;0.000000000;5.315457706;0.000000000;3.114997470;2.199085616;-0.915911854;-4.030909324;6.229994939;6.000000000;2.934424438;-nan(ind);0.051260195;-nan(ind);3.202823741;1784037.670681296;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;311.499746969;219.908561585;-91.591185384;-403.090932353;622.999493938;0.000000000
4690.000000000;0.155735751;-nan(ind);1.654813484;0.928572390;-0.726241094;-2.381054578;3.309626968;1.654813484;0.928572390;-0.726241094;-2.381054578;3.309626968;1.887051255;nan;0.831175144;0.000000000;5.337086305;0.000000000;3.122717862;2.205708814;-0.917009048;-4.039726910;6.245435724;6.000000000;2.934765666;-nan(ind);0.051266166;-nan(ind);3.210522724;1783063.281617660;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;312.271786190;220.570881378;-91.700904813;-403.972691003;624.543572380;0.000000000
4710.000000000;0.155340586;-nan(ind);1.651705743;0.925831410;-0.725874333;-2.377580076;3.303411486;1.651705743;0.925831410;-0.725874333;-2.377580076;3.303411486;1.892903147;nan;0.825829413;0.000000000;5.316250154;0.000000000;3.126518999;2.212376964;-0.914142035;-4.040661034;6.253037998;6.000000000;2.917810535;-nan(ind);0.050969470;-nan(ind);3.203009478;1785708.430132592;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;312.651899898;221.237696417;-91.414203481;-404.066103378;625.303799795;0.000000000
4730.000000000;0.154899805;-nan(ind);1.654358305;0.927671213;-0.726687091;-2.381045396;3.308716609;1.654358305;0.927671213;-0.726687091;-2.381045396;3.308716609;1.892631798;nan;0.826677271;0.000000000;5.336851587;0.000000000;3.131091133;2.220018333;-0.911072800;-4.042163933;6.262182266;6.000000000;2.911859660;-nan(ind);0.050865338;-nan(ind);3.194933658;1785781.862914415;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.109113302;222.001833309;-91.107279993;-404.216393294;626.218226603;0.000000000
4750.000000000;0.155901498;-nan(ind);1.649997196;0.921319824;-0.728677372;-2.378674568;3.299994392;1.649997196;0.921319824;-0.728677372;-2.378674568;3.299994392;1.891613887;nan;0.827677100;0.000000000;5.308974635;0.000000000;3.121157609;2.186211849;-0.934945761;-4.056103370;6.242315219;6.000000000;2.932408091;-nan(ind);0.051224910;-nan(ind);3.214787656;1785950.152697046;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;312.115760945;218.621184887;-93.494576058;-405.610337004;624.231521890;0.000000000
4770.000000000;0.154930542;-nan(ind);1.650276006;0.925332692;-0.724943314;-2.375219321;3.300552013;1.650276006;0.925332692;-0.724943314;-2.375219321;3.300552013;1.899607576;nan;0.821684226;0.000000000;5.303565174;0.000000000;3.134876805;2.196875970;-0.938000834;-4.072877639;6.269753609;6.000000000;2.897916226;-nan(ind);0.050621353;-nan(ind);3.192337266;1789938.686148021;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.487680458;219.687597049;-93.800083409;-407.287763867;626.975360916;0.000000000
4790.000000000;0.155356895;-nan(ind);1.653675200;0.925303546;-0.728371655;-2.382046855;3.307350400;1.653675200;0.925303546;-0.728371655;-2.382046855;3.307350400;1.898751272;nan;0.829591017;0.000000000;5.339904701;0.000000000;3.139917891;2.209252477;-0.930665414;-4.070583304;6.279835781;6.000000000;2.915114927;-nan(ind);0.050922300;-nan(ind);3.201092451;1790389.130280944;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.991789057;220.925247691;-93.066541366;-407.058330423;627.983578114;0.000000000
4810.000000000;0.155492633;-nan(ind);1.653023104;0.927848733;-0.725174371;-2.378197475;3.306046209;1.653023104;0.927848733;-0.725174371;-2.378197475;3.306046209;1.903175676;nan;0.828127185;0.000000000;5.325829085;0.000000000;3.145993363;2.215971330;-0.930022033;-4.076015396;6.291986727;6.000000000;2.905488932;-nan(ind);0.050753861;-nan(ind);3.200271019;1791798.463657214;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;314.599336327;221.597133006;-93.002203321;-407.601539648;629.198672654;0.000000000
4830.000000000;0.154641881;-nan(ind);1.654990277;0.927696771;-0.727293507;-2.382283784;3.309980555;1.654990277;0.927696771;-0.727293507;-2.382283784;3.309980555;1.906183802;nan;0.825523545;0.000000000;5.338292181;0.000000000;3.154715660;2.229225984;-0.925489676;-4.080205336;6.309431320;6.000000000;2.884895435;-nan(ind);0.050393517;-nan(ind);3.196010427;1791231.274451279;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.471566013;222.922598397;-92.548967616;-408.020533629;630.943132027;0.000000000
4850.000000000;0.155879511;-nan(ind);1.649087803;0.919236805;-0.729850998;-2.378938800;3.298175605;1.649087803;0.919236805;-0.729850998;-2.378938800;3.298175605;1.897147523;nan;0.829298802;0.000000000;5.320127044;0.000000000;3.128562839;2.187905795;-0.940657045;-4.069219884;6.257125679;6.000000000;2.932815913;-nan(ind);0.051232047;-nan(ind);3.213744756;1791748.361414675;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;312.856283946;218.790579459;-94.065704487;-406.921988433;625.712567892;0.000000000
4870.000000000;0.155764140;-nan(ind);1.650581016;0.925731869;-0.724849147;-2.375430162;3.301162031;1.650581016;0.925731869;-0.724849147;-2.375430162;3.301162031;1.897100172;nan;0.828374056;0.000000000;5.318130714;0.000000000;3.131317529;2.201075586;-0.930241944;-4.061559473;6.262635058;6.000000000;2.924313059;-nan(ind);0.051083256;-nan(ind);3.203287807;1790936.111753408;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;313.131752924;220.107558556;-93.024194367;-406.155947291;626.263505847;0.000000000
4890.000000000;0.155848781;-nan(ind);1.654762969;0.928254474;-0.726508494;-2.381271463;3.309525937;1.654762969;0.928254474;-0.726508494;-2.381271463;3.309525937;1.903605325;nan;0.834037522;0.000000000;5.351581947;0.000000000;3.150015598;2.224103822;-0.925911776;-4.075927374;6.300031196;6.000000000;2.919428154;-nan(ind);0.050997776;-nan(ind);3.218390675;1794615.881674349;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.001559822;222.410382199;-92.591177623;-407.592737446;630.003119645;0.000000000
4910.000000000;0.156216765;-nan(ind);1.651999520;0.926426702;-0.725572818;-2.377572338;3.303999040;1.651999520;0.926426702;-0.725572818;-2.377572338;3.303999040;1.902040389;nan;0.833055433;0.000000000;5.332689057;0.000000000;3.142169810;2.202357858;-0.939811952;-4.081981762;6.284339620;6.000000000;2.928169148;-nan(ind);0.051150733;-nan(ind);3.218180391;1793025.288090269;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;314.216981000;220.235785834;-93.981195165;-408.198176165;628.433961999;0.000000000
4930.000000000;0.156433535;-nan(ind);1.653887863;0.927658460;-0.726229403;-2.380117266;3.307775726;1.653887863;0.927658460;-0.726229403;-2.380117266;3.307775726;1.905036891;nan;0.836691375;0.000000000;5.348542263;0.000000000;3.150717393;2.207358609;-0.943358784;-4.094076177;6.301434786;6.000000000;2.929623408;-nan(ind);0.051176181;-nan(ind);3.224976356;1794342.958951790;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.071739319;220.735860889;-94.335878430;-409.407617749;630.143478638;0.000000000
4950.000000000;0.155250884;-nan(ind);1.651853059;0.924399210;-0.727453849;-2.379306908;3.303706119;1.651853059;0.924399210;-0.727453849;-2.379306908;3.303706119;1.907027962;nan;0.827624986;0.000000000;5.330887433;0.000000000;3.150129972;2.207105673;-0.943024299;-4.093154272;6.300259945;6.000000000;2.901964979;-nan(ind);0.050692198;-nan(ind);3.208721779;1793937.516076165;0.000000000;0.015230325;0.015230325;0.015230325;0.000000000;0.000000000;0.152303254;0.152303254;0.152303254;0.000000000;315.012997250;220.710567339;-94.302429911;-409.315427161;630.025994499;0.000000000
