VRU_ACC_Z
-9.8120002746582
-9.78800010681152
-9.77600002288818
-9.73299980163574
-9.8129997253418
-9.79800033569336
-9.78899955749512
-9.75899982452393
-9.76799964904785
-9.75599956512451
-9.80700016021729
-9.75500011444092
-9.8459997177124
-9.81599998474121
-9.73099994659424
-9.78299999237061
-9.80799961090088
-9.79599952697754
-9.8100004196167
-9.7480001449585
-9.83600044250488
-9.79800033569336
-9.76799964904785
-9.81599998474121
-9.82600021362305
-9.79100036621094
-9.7810001373291
-9.77299976348877
-9.84200000762939
-9.85799980163574
-9.77000045776367
-9.79699993133545
-9.80799961090088
-9.80300045013428
-9.8149995803833
-9.77700042724609
-9.85900020599365
-9.79899978637695
-9.77600002288818
-9.76799964904785
-9.80900001525879
-9.78600025177002
-9.75399971008301
-9.79599952697754
-9.83100032806396
-9.82900047302246
-9.82100009918213
-9.8120002746582
-9.78400039672852
-9.81400012969971
-9.81999969482422
-9.81799983978271
-9.79399967193604
-9.81099987030029
-9.7819995880127
-9.87600040435791
-9.77999973297119
-9.80900001525879
-9.80700016021729
-9.78999996185303
-9.78899955749512
-9.79399967193604
-9.73299980163574
-9.82299995422363
-9.81400012969971
-9.82400035858154
-9.81400012969971
-9.78600025177002
-9.84200000762939
-9.76900005340576
-9.78499984741211
-9.81900024414063
-9.80399990081787
-9.77999973297119
-9.80200004577637
-9.79599952697754
-9.81999969482422
-9.81599998474121
-9.81999969482422
-9.80300045013428
-9.77499961853027
-9.78299999237061
-9.79899978637695
-9.79300022125244
-9.88099956512451
-9.78499984741211
-9.75699996948242
-9.81599998474121
-9.79300022125244
-9.76000022888184
-9.76200008392334
-9.81799983978271
-9.86800003051758
-9.79100036621094
-9.8100004196167
-9.82400035858154
-9.77299976348877
-9.8100004196167
-9.76099967956543
-9.82199954986572
-9.79800033569336
-9.74499988555908
-9.80799961090088
-9.82600021362305
-9.81999969482422
-9.81700038909912
-9.77200031280518
-9.82100009918213
-9.84899997711182
-9.80300045013428
-9.72999954223633
-9.84200000762939
-9.78299999237061
-9.79500007629395
-9.77200031280518
-9.84200000762939
-9.80300045013428
-9.8149995803833
-9.85700035095215
-9.78499984741211
-9.76000022888184
-9.82400035858154
-9.82499980926514
-9.79399967193604
-9.82100009918213
-9.78499984741211
-9.85999965667725
-9.8439998626709
-9.76500034332275
-9.80900001525879
-9.8129997253418
-9.76900005340576
-9.80599975585938
-9.78999996185303
-9.79500007629395
-9.73600006103516
-9.7519998550415
-9.79800033569336
-9.79199981689453
-9.79399967193604
-9.75500011444092
-9.83199977874756
-9.78600025177002
-9.7790002822876
-9.8149995803833
-9.79599952697754
-9.80099964141846
-9.78899955749512
-9.80599975585938
-9.83399963378906
-9.75100040435791
-9.79899978637695
-9.81099987030029
-9.81799983978271
-9.7810001373291
-9.82100009918213
-9.86400032043457
