VRU_ANG_PHI
-0.961274981498718
-0.961274981498718
-0.950289011001587
-0.961274981498718
-0.955781996250153
-0.966768026351929
-0.955781996250153
-0.961274981498718
-0.955781996250153
-0.955781996250153
-0.961274981498718
-0.950289011001587
-0.961274981498718
-0.950289011001587
-0.955781996250153
-0.955781996250153
-0.955781996250153
-0.955781996250153
-0.955781996250153
-0.955781996250153
-0.961274981498718
-0.966768026351929
-0.961274981498718
-0.966768026351929
-0.961274981498718
-0.966768026351929
-0.966768026351929
-0.966768026351929
-0.972261011600494
-0.961274981498718
-0.97775399684906
-0.961274981498718
-0.966768026351929
-0.972261011600494
-0.955781996250153
-0.961274981498718
-0.955781996250153
-0.966768026351929
-0.961274981498718
-0.966768026351929
-0.966768026351929
-0.966768026351929
-0.966768026351929
-0.961274981498718
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.966768026351929
-0.97775399684906
-0.966768026351929
-0.97775399684906
-0.961274981498718
-0.972261011600494
-0.972261011600494
-0.972261011600494
-0.97775399684906
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.97775399684906
-0.97775399684906
-0.972261011600494
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.966768026351929
-0.97775399684906
-0.972261011600494
-0.972261011600494
-0.972261011600494
-0.966768026351929
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.966768026351929
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.966768026351929
-0.983246982097626
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.983246982097626
-0.972261011600494
-0.983246982097626
-0.966768026351929
-0.972261011600494
-0.972261011600494
-0.966768026351929
-0.97775399684906
-0.966768026351929
-0.97775399684906
-0.97775399684906
-0.972261011600494
-0.972261011600494
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.97775399684906
-0.972261011600494
-0.972261011600494
-0.97775399684906
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.972261011600494
-0.97775399684906
-0.966768026351929
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.983246982097626
-0.972261011600494
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.966768026351929
-0.97775399684906
-0.966768026351929
-0.97775399684906
-0.961274981498718
-0.972261011600494
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.972261011600494
-0.983246982097626
-0.972261011600494
-0.97775399684906
-0.966768026351929
-0.972261011600494
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.961274981498718
-0.972261011600494
-0.966768026351929
-0.966768026351929
-0.97775399684906
-0.966768026351929
-0.972261011600494
-0.961274981498718
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.961274981498718
-0.966768026351929
-0.966768026351929
-0.966768026351929
-0.966768026351929
-0.961274981498718
-0.966768026351929
-0.961274981498718
-0.966768026351929
-0.966768026351929
-0.972261011600494
-0.972261011600494
-0.966768026351929
-0.966768026351929
-0.961274981498718
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.972261011600494
-0.961274981498718
-0.966768026351929
-0.961274981498718
-0.966768026351929
-0.966768026351929
-0.955781996250153
-0.972261011600494
-0.961274981498718
-0.966768026351929
-0.966768026351929
-0.972261011600494
-0.966768026351929
-0.961274981498718
-0.966768026351929
-0.966768026351929
-0.966768026351929
-0.961274981498718
-0.972261011600494
-0.955781996250153
-0.961274981498718
-0.955781996250153
-0.955781996250153
-0.961274981498718
-0.950289011001587
-0.966768026351929
-0.955781996250153
-0.961274981498718
-0.955781996250153
-0.961274981498718
-0.966768026351929
-0.955781996250153
-0.966768026351929
-0.955781996250153
-0.961274981498718
-0.955781996250153
-0.961274981498718
-0.966768026351929
-0.955781996250153
-0.961274981498718
-0.955781996250153
